Codigo DANE;Id Municipio;Municipio;Departamento;Formulario;Id Formulario;No. Renglon;Id No. Renglon;Descripcion;Periodicidad;Id Periodicidad;Tipo Tarifa;Id Tipo Tarifa;Valor Tarifa;Estado;Id Estado;Para calcular;Id Para calcular;Numero Renglon 1;Id Numero Renglon 1;Tipo Operacion1;Id Tipo Operacion1;Numero Renglon 2;Id Numero Renglon 2;Tipo Operacion2;Id Tipo Operacion2;Numero Renglon 3;Id Numero Renglon 3;Tipo Operacion3;Id Tipo Operacion3;Numero Renglon 4;Id Numero Renglon 4;Tipo Operacion4;Id Tipo Operacion4;Numero Renglon 5;Id Numero Renglon 5;Tipo Operacion5;Id Tipo Operacion5;Numero Renglon 6;Id Numero Renglon 6;Tipo Operacion;Id Tipo Operacion;Anio Gravable
25645;628;SAN ANTONIO DEL TEQUENDAMA;CUNDINAMARCA;IMPUESTO DE ICA;1;23;14;SOBRETASA BOMBERIL (Ley 1575 de 2012) (Si la hay, liquidela segun el Acuerdo Municpal o Distrital);ANUAL;8;PORCENTUAL;1;5.50;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
25645;628;SAN ANTONIO DEL TEQUENDAMA;CUNDINAMARCA;IMPUESTO DE ICA;1;24;15;SOBRETASA DE SEGURIDAD (Ley 1421 DE 2011) ( Si la hay, liquidela segun el Acuerdo Municipal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
25740;609;SIBATE;CUNDINAMARCA;IMPUESTO DE ICA;1;21;12;IMPUESTO DE AVISOS Y TABLEROS (15% DEL RENGLON 20);ANUAL;8;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
25740;609;SIBATE;CUNDINAMARCA;IMPUESTO DE ICA;1;23;14;SOBRETASA BOMBERIL (Ley 1575 de 2012) (Si la hay, liquidela segun el Acuerdo Municpal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
25740;609;SIBATE;CUNDINAMARCA;IMPUESTO DE ICA;1;24;15;SOBRETASA DE SEGURIDAD (Ley 1421 DE 2011) ( Si la hay, liquidela segun el Acuerdo Municipal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
25754;610;SOACHA;CUNDINAMARCA;IMPUESTO DE ICA;1;21;12;IMPUESTO DE AVISOS Y TABLEROS (15% DEL RENGLON 20);ANUAL;8;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
25754;610;SOACHA;CUNDINAMARCA;IMPUESTO DE ICA;1;23;14;SOBRETASA BOMBERIL (Ley 1575 de 2012) (Si la hay, liquidela segun el Acuerdo Municpal o Distrital);ANUAL;8;PORCENTUAL;1;1.50;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
25754;610;SOACHA;CUNDINAMARCA;IMPUESTO DE ICA;1;24;15;SOBRETASA DE SEGURIDAD (Ley 1421 DE 2011) ( Si la hay, liquidela segun el Acuerdo Municipal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
25758;595;SOPO;CUNDINAMARCA;IMPUESTO DE ICA;1;21;12;IMPUESTO DE AVISOS Y TABLEROS (15% DEL RENGLON 20);ANUAL;8;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
25758;595;SOPO;CUNDINAMARCA;IMPUESTO DE ICA;1;23;14;SOBRETASA BOMBERIL (Ley 1575 de 2012) (Si la hay, liquidela segun el Acuerdo Municpal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
25758;595;SOPO;CUNDINAMARCA;IMPUESTO DE ICA;1;24;15;SOBRETASA DE SEGURIDAD (Ley 1421 DE 2011) ( Si la hay, liquidela segun el Acuerdo Municipal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
25769;606;SUBACHOQUE;CUNDINAMARCA;IMPUESTO DE ICA;1;21;12;IMPUESTO DE AVISOS Y TABLEROS (15% DEL RENGLON 20);ANUAL;8;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
25769;606;SUBACHOQUE;CUNDINAMARCA;IMPUESTO DE ICA;1;23;14;SOBRETASA BOMBERIL (Ley 1575 de 2012) (Si la hay, liquidela segun el Acuerdo Municpal o Distrital);ANUAL;8;PORCENTUAL;1;2.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
25769;606;SUBACHOQUE;CUNDINAMARCA;IMPUESTO DE ICA;1;24;15;SOBRETASA DE SEGURIDAD (Ley 1421 DE 2011) ( Si la hay, liquidela segun el Acuerdo Municipal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
25799;607;TENJO;CUNDINAMARCA;IMPUESTO DE ICA;1;21;12;IMPUESTO DE AVISOS Y TABLEROS (15% DEL RENGLON 20);ANUAL;8;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
25799;607;TENJO;CUNDINAMARCA;IMPUESTO DE ICA;1;23;14;SOBRETASA BOMBERIL (Ley 1575 de 2012) (Si la hay, liquidela segun el Acuerdo Municpal o Distrital);ANUAL;8;PORCENTUAL;1;5.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
25799;607;TENJO;CUNDINAMARCA;IMPUESTO DE ICA;1;24;15;SOBRETASA DE SEGURIDAD (Ley 1421 DE 2011) ( Si la hay, liquidela segun el Acuerdo Municipal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
25817;597;TOCANCIPA;CUNDINAMARCA;IMPUESTO DE ICA;1;21;12;IMPUESTO DE AVISOS Y TABLEROS (15% DEL RENGLON 20);ANUAL;8;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
25817;597;TOCANCIPA;CUNDINAMARCA;IMPUESTO DE ICA;1;23;14;SOBRETASA BOMBERIL (Ley 1575 de 2012) (Si la hay, liquidela segun el Acuerdo Municpal o Distrital);ANUAL;8;PORCENTUAL;1;2.50;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
25817;597;TOCANCIPA;CUNDINAMARCA;IMPUESTO DE ICA;1;24;15;SOBRETASA DE SEGURIDAD (Ley 1421 DE 2011) ( Si la hay, liquidela segun el Acuerdo Municipal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
25843;640;VILLA DE SAN DIEGO DE UBATE;CUNDINAMARCA;IMPUESTO DE ICA;1;21;12;IMPUESTO DE AVISOS Y TABLEROS (15% DEL RENGLON 20);ANUAL;8;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
25843;640;VILLA DE SAN DIEGO DE UBATE;CUNDINAMARCA;IMPUESTO DE ICA;1;23;14;SOBRETASA BOMBERIL (Ley 1575 de 2012) (Si la hay, liquidela segun el Acuerdo Municpal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
25843;640;VILLA DE SAN DIEGO DE UBATE;CUNDINAMARCA;IMPUESTO DE ICA;1;24;15;SOBRETASA DE SEGURIDAD (Ley 1421 DE 2011) ( Si la hay, liquidela segun el Acuerdo Municipal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
25867;569;VIANI;CUNDINAMARCA;IMPUESTO DE ICA;1;21;12;IMPUESTO DE AVISOS Y TABLEROS (15% DEL RENGLON 20);ANUAL;8;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
25867;569;VIANI;CUNDINAMARCA;IMPUESTO DE ICA;1;23;14;SOBRETASA BOMBERIL (Ley 1575 de 2012) (Si la hay, liquidela segun el Acuerdo Municpal o Distrital);ANUAL;8;PORCENTUAL;1;4.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
25867;569;VIANI;CUNDINAMARCA;IMPUESTO DE ICA;1;24;15;SOBRETASA DE SEGURIDAD (Ley 1421 DE 2011) ( Si la hay, liquidela segun el Acuerdo Municipal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
25875;554;VILLETA;CUNDINAMARCA;IMPUESTO DE ICA;1;21;12;IMPUESTO DE AVISOS Y TABLEROS (15% DEL RENGLON 20);ANUAL;8;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
25875;554;VILLETA;CUNDINAMARCA;IMPUESTO DE ICA;1;23;14;SOBRETASA BOMBERIL (Ley 1575 de 2012) (Si la hay, liquidela segun el Acuerdo Municpal o Distrital);ANUAL;8;POR MIL;2;0.30;ACTIVO;1;SI;S;16;10;;;;;;;;;;;;;;;;;;;;;;;2022
25875;554;VILLETA;CUNDINAMARCA;IMPUESTO DE ICA;1;24;15;SOBRETASA DE SEGURIDAD (Ley 1421 DE 2011) ( Si la hay, liquidela segun el Acuerdo Municipal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
25899;598;ZIPAQUIRA;CUNDINAMARCA;IMPUESTO DE ICA;1;21;12;IMPUESTO DE AVISOS Y TABLEROS (15% DEL RENGLON 20);ANUAL;8;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
25899;598;ZIPAQUIRA;CUNDINAMARCA;IMPUESTO DE ICA;1;23;14;SOBRETASA BOMBERIL (Ley 1575 de 2012) (Si la hay, liquidela segun el Acuerdo Municpal o Distrital);ANUAL;8;PORCENTUAL;1;3.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
25899;598;ZIPAQUIRA;CUNDINAMARCA;IMPUESTO DE ICA;1;24;15;SOBRETASA DE SEGURIDAD (Ley 1421 DE 2011) ( Si la hay, liquidela segun el Acuerdo Municipal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
41001;669;NEIVA;HUILA;IMPUESTO DE ICA;1;21;12;IMPUESTO DE AVISOS Y TABLEROS (15% DEL RENGLON 20);ANUAL;8;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
41001;669;NEIVA;HUILA;IMPUESTO DE ICA;1;23;14;SOBRETASA BOMBERIL (Ley 1575 de 2012) (Si la hay, liquidela segun el Acuerdo Municpal o Distrital);ANUAL;8;PORCENTUAL;1;3.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
41001;669;NEIVA;HUILA;IMPUESTO DE ICA;1;24;15;SOBRETASA DE SEGURIDAD (Ley 1421 DE 2011) ( Si la hay, liquidela segun el Acuerdo Municipal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
41298;656;GARZON;HUILA;IMPUESTO DE ICA;1;21;12;IMPUESTO DE AVISOS Y TABLEROS (15% DEL RENGLON 20);ANUAL;8;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
41298;656;GARZON;HUILA;IMPUESTO DE ICA;1;23;14;SOBRETASA BOMBERIL (Ley 1575 de 2012) (Si la hay, liquidela segun el Acuerdo Municpal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
41298;656;GARZON;HUILA;IMPUESTO DE ICA;1;24;15;SOBRETASA DE SEGURIDAD (Ley 1421 DE 2011) ( Si la hay, liquidela segun el Acuerdo Municipal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
41396;678;LA PLATA;HUILA;IMPUESTO DE ICA;1;21;12;IMPUESTO DE AVISOS Y TABLEROS (15% DEL RENGLON 20);ANUAL;8;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
41396;678;LA PLATA;HUILA;IMPUESTO DE ICA;1;23;14;SOBRETASA BOMBERIL (Ley 1575 de 2012) (Si la hay, liquidela segun el Acuerdo Municpal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
41396;678;LA PLATA;HUILA;IMPUESTO DE ICA;1;24;15;SOBRETASA DE SEGURIDAD (Ley 1421 DE 2011) ( Si la hay, liquidela segun el Acuerdo Municipal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
41524;670;PALERMO;HUILA;IMPUESTO DE ICA;1;21;12;IMPUESTO DE AVISOS Y TABLEROS (15% DEL RENGLON 20);ANUAL;8;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
41524;670;PALERMO;HUILA;IMPUESTO DE ICA;1;23;14;SOBRETASA BOMBERIL (Ley 1575 de 2012) (Si la hay, liquidela segun el Acuerdo Municpal o Distrital);ANUAL;8;PORCENTUAL;1;7.50;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
41524;670;PALERMO;HUILA;IMPUESTO DE ICA;1;24;15;SOBRETASA DE SEGURIDAD (Ley 1421 DE 2011) ( Si la hay, liquidela segun el Acuerdo Municipal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
41551;687;PITALITO;HUILA;IMPUESTO DE ICA;1;21;12;IMPUESTO DE AVISOS Y TABLEROS (15% DEL RENGLON 20);ANUAL;8;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
41551;687;PITALITO;HUILA;IMPUESTO DE ICA;1;23;14;SOBRETASA BOMBERIL (Ley 1575 de 2012) (Si la hay, liquidela segun el Acuerdo Municpal o Distrital);ANUAL;8;PORCENTUAL;1;4.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
41551;687;PITALITO;HUILA;IMPUESTO DE ICA;1;24;15;SOBRETASA DE SEGURIDAD (Ley 1421 DE 2011) ( Si la hay, liquidela segun el Acuerdo Municipal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
44001;695;RIOHACHA;LA GUAJIRA;IMPUESTO DE ICA;1;21;12;IMPUESTO DE AVISOS Y TABLEROS (15% DEL RENGLON 20);ANUAL;8;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
44001;695;RIOHACHA;LA GUAJIRA;IMPUESTO DE ICA;1;23;14;SOBRETASA BOMBERIL (Ley 1575 de 2012) (Si la hay, liquidela segun el Acuerdo Municpal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
44001;695;RIOHACHA;LA GUAJIRA;IMPUESTO DE ICA;1;24;15;SOBRETASA DE SEGURIDAD (Ley 1421 DE 2011) ( Si la hay, liquidela segun el Acuerdo Municipal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
44650;703;SAN JUAN DEL CESAR;LA GUAJIRA;IMPUESTO DE ICA;1;21;12;IMPUESTO DE AVISOS Y TABLEROS (15% DEL RENGLON 20);ANUAL;8;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
44650;703;SAN JUAN DEL CESAR;LA GUAJIRA;IMPUESTO DE ICA;1;23;14;SOBRETASA BOMBERIL (Ley 1575 de 2012) (Si la hay, liquidela segun el Acuerdo Municpal o Distrital);ANUAL;8;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
44650;703;SAN JUAN DEL CESAR;LA GUAJIRA;IMPUESTO DE ICA;1;24;15;SOBRETASA DE SEGURIDAD (Ley 1421 DE 2011) ( Si la hay, liquidela segun el Acuerdo Municipal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
44874;705;VILLANUEVA;LA GUAJIRA;IMPUESTO DE ICA;1;21;12;IMPUESTO DE AVISOS Y TABLEROS (15% DEL RENGLON 20);ANUAL;8;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
44874;705;VILLANUEVA;LA GUAJIRA;IMPUESTO DE ICA;1;23;14;SOBRETASA BOMBERIL (Ley 1575 de 2012) (Si la hay, liquidela segun el Acuerdo Municpal o Distrital);ANUAL;8;PORCENTUAL;1;2.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
44874;705;VILLANUEVA;LA GUAJIRA;IMPUESTO DE ICA;1;24;15;SOBRETASA DE SEGURIDAD (Ley 1421 DE 2011) ( Si la hay, liquidela segun el Acuerdo Municipal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
47001;728;SANTA MARTA;MAGDALENA;IMPUESTO DE ICA;1;21;12;IMPUESTO DE AVISOS Y TABLEROS (15% DEL RENGLON 20);ANUAL;8;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
47001;728;SANTA MARTA;MAGDALENA;IMPUESTO DE ICA;1;23;14;SOBRETASA BOMBERIL (Ley 1575 de 2012) (Si la hay, liquidela segun el Acuerdo Municpal o Distrital);ANUAL;8;PORCENTUAL;1;7.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
47001;728;SANTA MARTA;MAGDALENA;IMPUESTO DE ICA;1;24;15;SOBRETASA DE SEGURIDAD (Ley 1421 DE 2011) ( Si la hay, liquidela segun el Acuerdo Municipal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
47189;714;CIENAGA;MAGDALENA;IMPUESTO DE ICA;1;21;12;IMPUESTO DE AVISOS Y TABLEROS (15% DEL RENGLON 20);ANUAL;8;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
47189;714;CIENAGA;MAGDALENA;IMPUESTO DE ICA;1;23;14;SOBRETASA BOMBERIL (Ley 1575 de 2012) (Si la hay, liquidela segun el Acuerdo Municpal o Distrital);ANUAL;8;PORCENTUAL;1;7.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
47189;714;CIENAGA;MAGDALENA;IMPUESTO DE ICA;1;24;15;SOBRETASA DE SEGURIDAD (Ley 1421 DE 2011) ( Si la hay, liquidela segun el Acuerdo Municipal o Distrital);ANUAL;8;PORCENTUAL;1;4.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
47288;716;FUNDACION;MAGDALENA;IMPUESTO DE ICA;1;21;12;IMPUESTO DE AVISOS Y TABLEROS (15% DEL RENGLON 20);ANUAL;8;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
47288;716;FUNDACION;MAGDALENA;IMPUESTO DE ICA;1;23;14;SOBRETASA BOMBERIL (Ley 1575 de 2012) (Si la hay, liquidela segun el Acuerdo Municpal o Distrital);ANUAL;8;PORCENTUAL;1;9.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
47288;716;FUNDACION;MAGDALENA;IMPUESTO DE ICA;1;24;15;SOBRETASA DE SEGURIDAD (Ley 1421 DE 2011) ( Si la hay, liquidela segun el Acuerdo Municipal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
50001;750;VILLAVICENCIO;META;IMPUESTO DE ICA;1;21;12;IMPUESTO DE AVISOS Y TABLEROS (15% DEL RENGLON 20);ANUAL;8;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
50001;750;VILLAVICENCIO;META;IMPUESTO DE ICA;1;23;14;SOBRETASA BOMBERIL (Ley 1575 de 2012) (Si la hay, liquidela segun el Acuerdo Municpal o Distrital);ANUAL;8;PORCENTUAL;1;4.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
50001;750;VILLAVICENCIO;META;IMPUESTO DE ICA;1;24;15;SOBRETASA DE SEGURIDAD (Ley 1421 DE 2011) ( Si la hay, liquidela segun el Acuerdo Municipal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
50006;751;ACACIAS;META;IMPUESTO DE ICA;1;21;12;IMPUESTO DE AVISOS Y TABLEROS (15% DEL RENGLON 20);ANUAL;8;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
50006;751;ACACIAS;META;IMPUESTO DE ICA;1;23;14;SOBRETASA BOMBERIL (Ley 1575 de 2012) (Si la hay, liquidela segun el Acuerdo Municpal o Distrital);ANUAL;8;PORCENTUAL;1;4.50;ACTIVO;1;SI;S;20;11;;;;;;;;;;;;;;;;;;;;;;;2022
50006;751;ACACIAS;META;IMPUESTO DE ICA;1;24;15;SOBRETASA DE SEGURIDAD (Ley 1421 DE 2011) ( Si la hay, liquidela segun el Acuerdo Municipal o Distrital);ANUAL;8;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2022
