Codigo DANE;Id Municipio;Municipio;Departamento;Formulario;Id Formulario;Unidad de Medida;Id Unidad de medida;Anio Gravable;Id Unidad de medida BaseG;Anio Fiscal;Id Unidad de medida AnioFiscal;Tipo Tarifa;Id Tipo Tarifa;Valor Unidad;Porcentaje_Cantidad Unidad;Cantidad Periodos;Estado;Id Estado;No. Renglon del Form;Id No. Renglon;Descripcion de la Configuracion;Para calcular;Id Para calcular;Numero Renglon 1;Id Numero Renglon 1;Tipo Operacion1;Id Tipo Operacion1;Numero Renglon 2;Id Numero Renglon 2;Tipo Operacion2;Id Tipo Operacion2;Numero Renglon 3;Id Numero Renglon 3;Tipo Operacion3;Id Tipo Operacion3;Numero Renglon 4;Id Numero Renglon 4;Tipo Operacion4;Id Tipo Operacion4;Numero Renglon 5;Id Numero Renglon 5;Tipo Operacion5;Id Tipo Operacion5;Numero Renglon 6;Id Numero Renglon 6
5030;92;AMAGA;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;30;21;ANTICIPO DEL ANO SIGUIENTE (SI EXISTE, LIQUIDE PORCENTAJE SEGUN ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5030;92;AMAGA;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;36;26;DESCUENTO POR PRONTO PAGO (SI EXISTE, LIQUIDELO SEGUN EL ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5031;24;AMALFI;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;POR UNIDAD;8;0;1,00;0,00;ACTIVO;1;20;11;TOTAL IMPUESTO DE INDUSTRIA Y COMERCIO (RENGLON 17 + 19);SI;S;17;69;+;1;19;70;;;;;;;;;;;;;;;;
5031;24;AMALFI;ANTIOQUIA;IMPUESTO DE ICA;1;UVT;1;2022;16;2023;28;POR UNIDAD;8;0;25,00;1,00;ACTIVO;1;22;13;PAGO POR UNIDADES COMERCIALES ADICIONALES DEL SECTOR FINANCIERO;NO;N;;;;;;;;;;;;;;;;;;;;;;
5031;24;AMALFI;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;PORCENTUAL;1;0;40,00;1,00;ACTIVO;1;30;21;ANTICIPO DEL ANO SIGUIENTE (SI EXISTE, LIQUIDE PORCENTAJE SEGUN ACUERDO MUNICIPAL O DISTRITAL);SI;S;20;11;;;;;;;;;;;;;;;;;;;;
5031;24;AMALFI;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;36;26;DESCUENTO POR PRONTO PAGO (SI EXISTE, LIQUIDELO SEGUN EL ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5034;93;ANDES;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;POR UNIDAD;8;0;1,00;0,00;ACTIVO;1;20;11;TOTAL IMPUESTO DE INDUSTRIA Y COMERCIO (RENGLON 17 + 19);SI;S;17;69;+;1;19;70;;;;;;;;;;;;;;;;
5034;93;ANDES;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;22;13;PAGO POR UNIDADES COMERCIALES ADICIONALES DEL SECTOR FINANCIERO;NO;N;;;;;;;;;;;;;;;;;;;;;;
5034;93;ANDES;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;PORCENTUAL;1;0;40,00;1,00;ACTIVO;1;30;21;ANTICIPO DEL ANO SIGUIENTE (SI EXISTE, LIQUIDE PORCENTAJE SEGUN ACUERDO MUNICIPAL O DISTRITAL);SI;S;20;11;;;;;;;;;;;;;;;;;;;;
5034;93;ANDES;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;36;26;DESCUENTO POR PRONTO PAGO (SI EXISTE, LIQUIDELO SEGUN EL ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5042;66;SANTA FE DE ANTIOQUIA;ANTIOQUIA;IMPUESTO DE ICA;1;UVT;1;2022;16;2023;28;POR UNIDAD;8;0;1,00;12,00;ACTIVO;1;20;11;TOTAL IMPUESTO DE INDUSTRIA Y COMERCIO (RENGLON 17 + 19);SI;S;17;69;+;1;19;70;;;;;;;;;;;;;;;;
5042;66;SANTA FE DE ANTIOQUIA;ANTIOQUIA;IMPUESTO DE ICA;1;UVT;1;2022;16;2023;28;POR UNIDAD;8;0;25,00;1,00;ACTIVO;1;22;13;PAGO POR UNIDADES COMERCIALES ADICIONALES DEL SECTOR FINANCIERO;NO;N;;;;;;;;;;;;;;;;;;;;;;
5042;66;SANTA FE DE ANTIOQUIA;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;30;21;ANTICIPO DEL ANO SIGUIENTE (SI EXISTE, LIQUIDE PORCENTAJE SEGUN ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5042;66;SANTA FE DE ANTIOQUIA;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;36;26;DESCUENTO POR PRONTO PAGO (SI EXISTE, LIQUIDELO SEGUN EL ACUERDO MUNICIPAL O DISTRITAL);SI;S;20;11;+;1;21;12;;;;;;;;;;;;;;;;
5045;116;APARTADO;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;POR UNIDAD;8;0;1,00;0,00;ACTIVO;1;20;11;TOTAL IMPUESTO DE INDUSTRIA Y COMERCIO (RENGLON 17 + 19);SI;S;17;69;+;1;19;70;;;;;;;;;;;;;;;;
5045;116;APARTADO;ANTIOQUIA;IMPUESTO DE ICA;1;UVT;1;2022;16;2023;28;POR UNIDAD;8;0;27,80;1,00;ACTIVO;1;22;13;PAGO POR UNIDADES COMERCIALES ADICIONALES DEL SECTOR FINANCIERO;NO;N;;;;;;;;;;;;;;;;;;;;;;
5045;116;APARTADO;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;30;21;ANTICIPO DEL ANO SIGUIENTE (SI EXISTE, LIQUIDE PORCENTAJE SEGUN ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5045;116;APARTADO;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;36;26;DESCUENTO POR PRONTO PAGO (SI EXISTE, LIQUIDELO SEGUN EL ACUERDO MUNICIPAL O DISTRITAL);SI;S;20;11;;;;;;;;;;;;;;;;;;;;
5059;53;ARMENIA;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;POR UNIDAD;8;0;1,00;0,00;ACTIVO;1;20;11;TOTAL IMPUESTO DE INDUSTRIA Y COMERCIO (RENGLON 17 + 19);SI;S;17;69;+;1;19;70;;;;;;;;;;;;;;;;
5059;53;ARMENIA;ANTIOQUIA;IMPUESTO DE ICA;1;UVT;1;2022;16;2023;28;POR UNIDAD;8;0;25,00;1,00;ACTIVO;1;22;13;PAGO POR UNIDADES COMERCIALES ADICIONALES DEL SECTOR FINANCIERO;NO;N;;;;;;;;;;;;;;;;;;;;;;
5059;53;ARMENIA;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;30;21;ANTICIPO DEL ANO SIGUIENTE (SI EXISTE, LIQUIDE PORCENTAJE SEGUN ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5059;53;ARMENIA;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;36;26;DESCUENTO POR PRONTO PAGO (SI EXISTE, LIQUIDELO SEGUN EL ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5079;127;BARBOSA;ANTIOQUIA;IMPUESTO DE ICA;1;UVT;1;2022;16;2023;28;POR UNIDAD;8;0;1,15;12,00;ACTIVO;1;20;11;TOTAL IMPUESTO DE INDUSTRIA Y COMERCIO (RENGLON 17 + 19);SI;S;17;69;+;1;19;70;;;;;;;;;;;;;;;;
5079;127;BARBOSA;ANTIOQUIA;IMPUESTO DE ICA;1;UVT;1;2022;16;2023;28;POR UNIDAD;8;0;25,00;1,00;ACTIVO;1;22;13;PAGO POR UNIDADES COMERCIALES ADICIONALES DEL SECTOR FINANCIERO;NO;N;;;;;;;;;;;;;;;;;;;;;;
5079;127;BARBOSA;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;30;21;ANTICIPO DEL ANO SIGUIENTE (SI EXISTE, LIQUIDE PORCENTAJE SEGUN ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5079;127;BARBOSA;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;36;26;DESCUENTO POR PRONTO PAGO (SI EXISTE, LIQUIDELO SEGUN EL ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5088;128;BELLO;ANTIOQUIA;IMPUESTO DE ICA;1;UVT;1;2022;16;2023;28;POR UNIDAD;8;0;1,50;12,00;ACTIVO;1;20;11;TOTAL IMPUESTO DE INDUSTRIA Y COMERCIO (RENGLON 17 + 19);SI;S;17;69;+;1;19;70;;;;;;;;;;;;;;;;
5088;128;BELLO;ANTIOQUIA;IMPUESTO DE ICA;1;UVT;1;2022;16;2023;28;POR UNIDAD;8;0;28,30;1,00;ACTIVO;1;22;13;PAGO POR UNIDADES COMERCIALES ADICIONALES DEL SECTOR FINANCIERO;NO;N;;;;;;;;;;;;;;;;;;;;;;
5088;128;BELLO;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;30;21;ANTICIPO DEL ANO SIGUIENTE (SI EXISTE, LIQUIDE PORCENTAJE SEGUN ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5088;128;BELLO;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;36;26;DESCUENTO POR PRONTO PAGO (SI EXISTE, LIQUIDELO SEGUN EL ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5093;96;BETULIA;ANTIOQUIA;IMPUESTO DE ICA;1;UVT;1;2022;16;2023;28;POR UNIDAD;8;0;2,00;12,00;ACTIVO;1;20;11;TOTAL IMPUESTO DE INDUSTRIA Y COMERCIO (RENGLON 17 + 19);SI;S;17;69;+;1;19;70;;;;;;;;;;;;;;;;
5093;96;BETULIA;ANTIOQUIA;IMPUESTO DE ICA;1;UVT;1;2022;16;2023;28;POR UNIDAD;8;0;20,00;1,00;ACTIVO;1;22;13;PAGO POR UNIDADES COMERCIALES ADICIONALES DEL SECTOR FINANCIERO;NO;N;;;;;;;;;;;;;;;;;;;;;;
5093;96;BETULIA;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;30;21;ANTICIPO DEL ANO SIGUIENTE (SI EXISTE, LIQUIDE PORCENTAJE SEGUN ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5093;96;BETULIA;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;36;26;DESCUENTO POR PRONTO PAGO (SI EXISTE, LIQUIDELO SEGUN EL ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5101;99;CIUDAD BOLIVAR;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;POR UNIDAD;8;0;1,00;0,00;ACTIVO;1;20;11;TOTAL IMPUESTO DE INDUSTRIA Y COMERCIO (RENGLON 17 + 19);SI;S;17;69;+;1;19;70;;;;;;;;;;;;;;;;
5101;99;CIUDAD BOLIVAR;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;POR MIL;2;0;5,00;1,00;ACTIVO;1;22;13;PAGO POR UNIDADES COMERCIALES ADICIONALES DEL SECTOR FINANCIERO;SI;S;10;4;;;;;;;;;;;;;;;;;;;;
5101;99;CIUDAD BOLIVAR;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;30;21;ANTICIPO DEL ANO SIGUIENTE (SI EXISTE, LIQUIDE PORCENTAJE SEGUN ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5101;99;CIUDAD BOLIVAR;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;36;26;DESCUENTO POR PRONTO PAGO (SI EXISTE, LIQUIDELO SEGUN EL ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5129;129;CALDAS;ANTIOQUIA;IMPUESTO DE ICA;1;UVT;1;2022;16;2023;28;POR UNIDAD;8;0;1,00;12,00;ACTIVO;1;20;11;TOTAL IMPUESTO DE INDUSTRIA Y COMERCIO (RENGLON 17 + 19);SI;S;17;69;+;1;19;70;;;;;;;;;;;;;;;;
5129;129;CALDAS;ANTIOQUIA;IMPUESTO DE ICA;1;UVT;1;2022;16;2023;28;POR UNIDAD;8;0;27,80;1,00;ACTIVO;1;22;13;PAGO POR UNIDADES COMERCIALES ADICIONALES DEL SECTOR FINANCIERO;NO;N;;;;;;;;;;;;;;;;;;;;;;
5129;129;CALDAS;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;30;21;ANTICIPO DEL ANO SIGUIENTE (SI EXISTE, LIQUIDE PORCENTAJE SEGUN ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5129;129;CALDAS;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;36;26;DESCUENTO POR PRONTO PAGO (SI EXISTE, LIQUIDELO SEGUN EL ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5148;72;EL CARMEN DE VIBORAL;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;POR UNIDAD;8;0;1,00;0,00;ACTIVO;1;20;11;TOTAL IMPUESTO DE INDUSTRIA Y COMERCIO (RENGLON 17 + 19);SI;S;17;69;+;1;19;70;;;;;;;;;;;;;;;;
5148;72;EL CARMEN DE VIBORAL;ANTIOQUIA;IMPUESTO DE ICA;1;UVT;1;2022;16;2023;28;POR UNIDAD;8;0;6,01;1,00;ACTIVO;1;22;13;PAGO POR UNIDADES COMERCIALES ADICIONALES DEL SECTOR FINANCIERO;NO;N;;;;;;;;;;;;;;;;;;;;;;
5148;72;EL CARMEN DE VIBORAL;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;30;21;ANTICIPO DEL ANO SIGUIENTE (SI EXISTE, LIQUIDE PORCENTAJE SEGUN ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5148;72;EL CARMEN DE VIBORAL;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;36;26;DESCUENTO POR PRONTO PAGO (SI EXISTE, LIQUIDELO SEGUN EL ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5154;13;CAUCASIA;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;POR UNIDAD;8;0;1,00;0,00;ACTIVO;1;20;11;TOTAL IMPUESTO DE INDUSTRIA Y COMERCIO (RENGLON 17 + 19);SI;S;17;69;+;1;19;70;;;;;;;;;;;;;;;;
5154;13;CAUCASIA;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;22;13;PAGO POR UNIDADES COMERCIALES ADICIONALES DEL SECTOR FINANCIERO;NO;N;;;;;;;;;;;;;;;;;;;;;;
5154;13;CAUCASIA;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;30;21;ANTICIPO DEL ANO SIGUIENTE (SI EXISTE, LIQUIDE PORCENTAJE SEGUN ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5154;13;CAUCASIA;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;36;26;DESCUENTO POR PRONTO PAGO (SI EXISTE, LIQUIDELO SEGUN EL ACUERDO MUNICIPAL O DISTRITAL);SI;S;20;11;;;;;;;;;;;;;;;;;;;;
5190;26;CISNEROS;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;POR UNIDAD;8;0;1,00;0,00;ACTIVO;1;20;11;TOTAL IMPUESTO DE INDUSTRIA Y COMERCIO (RENGLON 17 + 19);SI;S;17;69;+;1;19;70;;;;;;;;;;;;;;;;
5190;26;CISNEROS;ANTIOQUIA;IMPUESTO DE ICA;1;UVT;1;2022;16;2023;28;POR UNIDAD;8;0;27,80;1,00;ACTIVO;1;22;13;PAGO POR UNIDADES COMERCIALES ADICIONALES DEL SECTOR FINANCIERO;NO;N;;;;;;;;;;;;;;;;;;;;;;
5190;26;CISNEROS;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;30;21;ANTICIPO DEL ANO SIGUIENTE (SI EXISTE, LIQUIDE PORCENTAJE SEGUN ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5190;26;CISNEROS;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;36;26;DESCUENTO POR PRONTO PAGO (SI EXISTE, LIQUIDELO SEGUN EL ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5197;73;COCORNA;ANTIOQUIA;IMPUESTO DE ICA;1;UVT;1;2022;16;2023;28;POR UNIDAD;8;0;1,00;12,00;ACTIVO;1;20;11;TOTAL IMPUESTO DE INDUSTRIA Y COMERCIO (RENGLON 17 + 19);SI;S;17;69;+;1;19;70;;;;;;;;;;;;;;;;
5197;73;COCORNA;ANTIOQUIA;IMPUESTO DE ICA;1;UVT;1;2022;16;2023;28;POR UNIDAD;8;0;25,00;1,00;ACTIVO;1;22;13;PAGO POR UNIDADES COMERCIALES ADICIONALES DEL SECTOR FINANCIERO;NO;N;;;;;;;;;;;;;;;;;;;;;;
5197;73;COCORNA;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;30;21;ANTICIPO DEL ANO SIGUIENTE (SI EXISTE, LIQUIDE PORCENTAJE SEGUN ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5197;73;COCORNA;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;36;26;DESCUENTO POR PRONTO PAGO (SI EXISTE, LIQUIDELO SEGUN EL ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5209;100;CONCORDIA;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;POR UNIDAD;8;0;1,00;0,00;ACTIVO;1;20;11;TOTAL IMPUESTO DE INDUSTRIA Y COMERCIO (RENGLON 17 + 19);SI;S;17;69;+;1;19;70;;;;;;;;;;;;;;;;
5209;100;CONCORDIA;ANTIOQUIA;IMPUESTO DE ICA;1;UVT;1;2022;16;2023;28;POR UNIDAD;8;0;28,00;1,00;ACTIVO;1;22;13;PAGO POR UNIDADES COMERCIALES ADICIONALES DEL SECTOR FINANCIERO;NO;N;;;;;;;;;;;;;;;;;;;;;;
5209;100;CONCORDIA;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;30;21;ANTICIPO DEL ANO SIGUIENTE (SI EXISTE, LIQUIDE PORCENTAJE SEGUN ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5209;100;CONCORDIA;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;36;26;DESCUENTO POR PRONTO PAGO (SI EXISTE, LIQUIDELO SEGUN EL ACUERDO MUNICIPAL O DISTRITAL);SI;S;20;11;;;;;;;;;;;;;;;;;;;;
5212;130;COPACABANA;ANTIOQUIA;IMPUESTO DE ICA;1;SMMLV;2;2022;16;2023;28;POR UNIDAD;8;0;0,05;1,00;ACTIVO;1;20;11;TOTAL IMPUESTO DE INDUSTRIA Y COMERCIO (RENGLON 17 + 19);SI;S;17;69;+;1;19;70;;;;;;;;;;;;;;;;
5212;130;COPACABANA;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;22;13;PAGO POR UNIDADES COMERCIALES ADICIONALES DEL SECTOR FINANCIERO;NO;N;;;;;;;;;;;;;;;;;;;;;;
5212;130;COPACABANA;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;30;21;ANTICIPO DEL ANO SIGUIENTE (SI EXISTE, LIQUIDE PORCENTAJE SEGUN ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
5212;130;COPACABANA;ANTIOQUIA;IMPUESTO DE ICA;1;NAP;5;2022;16;2023;28;NO APLICA;6;0;0,00;0,00;ACTIVO;1;36;26;DESCUENTO POR PRONTO PAGO (SI EXISTE, LIQUIDELO SEGUN EL ACUERDO MUNICIPAL O DISTRITAL);NO;N;;;;;;;;;;;;;;;;;;;;;;
