Codigo DANE;Id Municipio;Municipio;Departamento;Formulario;Id Formulario;No. Renglon;Id No. Renglon;Descripcion;Periodicidad;Id Periodicidad;Tipo Tarifa;Id Tipo Tarifa;Valor Tarifa;Estado;Id Estado;Para calcular;Id Para calcular;Numero Renglon 1;Id Numero Renglon 1;Tipo Operacion1;Id Tipo Operacion1;Numero Renglon 2;Id Numero Renglon 2;Tipo Operacion2;Id Tipo Operacion2;Numero Renglon 3;Id Numero Renglon 3;Tipo Operacion3;Id Tipo Operacion3;Numero Renglon 4;Id Numero Renglon 4;Tipo Operacion4;Id Tipo Operacion4;Numero Renglon 5;Id Numero Renglon 5;Tipo Operacion5;Id Tipo Operacion5;Numero Renglon 6;Id Numero Renglon 6;Tipo Operacion;Id Tipo Operacion;Anio Gravable
5034;93;ANDES;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5042;66;SANTA FE DE ANTIOQUIA;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5042;66;SANTA FE DE ANTIOQUIA;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;BIMESTRAL;3;PORCENTUAL;1;2.00;ACTIVO;1;SI;S;20;41;+;1;21;42;;;;;;;;;;;;;;;;;;;2023
5042;66;SANTA FE DE ANTIOQUIA;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5045;116;APARTADO;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5045;116;APARTADO;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;BIMESTRAL;3;PORCENTUAL;1;2.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5045;116;APARTADO;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5079;127;BARBOSA;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5079;127;BARBOSA;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;BIMESTRAL;3;PORCENTUAL;1;3.50;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5079;127;BARBOSA;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5088;128;BELLO;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5088;128;BELLO;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;BIMESTRAL;3;PORCENTUAL;1;3.00;ACTIVO;1;SI;S;20;41;+;1;21;42;;;;;;;;;;;;;;;;;;;2023
5088;128;BELLO;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5093;96;BETULIA;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5093;96;BETULIA;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5093;96;BETULIA;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5101;99;CIUDAD BOLIVAR;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5101;99;CIUDAD BOLIVAR;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5101;99;CIUDAD BOLIVAR;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5129;129;CALDAS;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5129;129;CALDAS;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;BIMESTRAL;3;PORCENTUAL;1;1.00;ACTIVO;1;SI;S;20;41;+;1;21;42;;;;;;;;;;;;;;;;;;;2023
5129;129;CALDAS;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5148;72;EL CARMEN DE VIBORAL;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5148;72;EL CARMEN DE VIBORAL;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;BIMESTRAL;3;PORCENTUAL;1;1.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5148;72;EL CARMEN DE VIBORAL;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5154;13;CAUCASIA;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5154;13;CAUCASIA;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;BIMESTRAL;3;PORCENTUAL;1;2.50;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5154;13;CAUCASIA;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5190;26;CISNEROS;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5190;26;CISNEROS;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;BIMESTRAL;3;PORCENTUAL;1;3.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5190;26;CISNEROS;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5197;73;COCORNA;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5197;73;COCORNA;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;BIMESTRAL;3;PORCENTUAL;1;2.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5197;73;COCORNA;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5209;100;CONCORDIA;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5209;100;CONCORDIA;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5209;100;CONCORDIA;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5282;101;FREDONIA;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5282;101;FREDONIA;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;BIMESTRAL;3;PORCENTUAL;1;4.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5282;101;FREDONIA;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5306;59;GIRALDO;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5306;59;GIRALDO;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5306;59;GIRALDO;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5308;132;GIRARDOTA;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5308;132;GIRARDOTA;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;BIMESTRAL;3;PORCENTUAL;1;1.50;ACTIVO;1;SI;S;20;41;+;1;21;42;;;;;;;;;;;;;;;;;;;2023
5308;132;GIRARDOTA;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5318;76;GUARNE;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5318;76;GUARNE;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;BIMESTRAL;3;PORCENTUAL;1;1.00;ACTIVO;1;SI;S;20;41;+;1;21;42;;;;;;;;;;;;;;;;;;;2023
5318;76;GUARNE;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5360;133;ITAGUI;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5360;133;ITAGUI;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5360;133;ITAGUI;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5368;104;JERICO;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5368;104;JERICO;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;BIMESTRAL;3;PORCENTUAL;1;1.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5368;104;JERICO;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5376;78;LA CEJA;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);MENSUAL;1;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5376;78;LA CEJA;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;MENSUAL;1;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5376;78;LA CEJA;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;MENSUAL;1;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5380;134;LA ESTRELLA;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5380;134;LA ESTRELLA;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5380;134;LA ESTRELLA;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5440;80;MARINILLA;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5440;80;MARINILLA;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5440;80;MARINILLA;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5541;82;PENOL;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5541;82;PENOL;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5541;82;PENOL;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5543;63;PEQUE;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5543;63;PEQUE;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5543;63;PEQUE;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5631;136;SABANETA;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5631;136;SABANETA;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5631;136;SABANETA;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5656;65;SAN JERONIMO;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5656;65;SAN JERONIMO;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;BIMESTRAL;3;PORCENTUAL;1;3.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5656;65;SAN JERONIMO;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5659;123;SAN JUAN DE URABA;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5659;123;SAN JUAN DE URABA;ANTIOQUIA;AUTO RETENCION ICA;2;23;44;TOTAL AUTORRETENCIONES SOBRETASA BOMBERIL;BIMESTRAL;3;PORCENTUAL;1;3.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
5659;123;SAN JUAN DE URABA;ANTIOQUIA;AUTO RETENCION ICA;2;24;45;TOTAL AUTORRETENCIONES SOBRETASA  SEGURIDAD;BIMESTRAL;3;NO APLICA;6;0.00;ACTIVO;1;NO;N;;;;;;;;;;;;;;;;;;;;;;;;;2023
5660;87;SAN LUIS;ANTIOQUIA;AUTO RETENCION ICA;2;21;42;TOTAL AUTORRETENCION DE AVISOS Y TABLEROS (15% DEL RENGLON 20);BIMESTRAL;3;PORCENTUAL;1;15.00;ACTIVO;1;SI;S;20;41;;;;;;;;;;;;;;;;;;;;;;;2023
